danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,2CvOqDpQIMw69cCzWqr5yr,261160,4
0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,4lLtanYk6tkMvooU0tWzG8,222091,4
0.567,0.888,10,-3.201,1,0.0993,0.0228,0.0,0.279,0.41,129.962,6GREIx79VAYuT0DYDGTIJh,256227,4
0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493,4
0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,197936,4
0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,2y4lAQpi5VTNLu2ldeTdUH,231240,4
0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,7xkQdy0cy5ymoWT7nedvLz,221253,4
0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,1r3myKmjWoOqRip99CmSj1,206080,4
0.667,0.871,0,-4.905,0,0.0343,0.00569,0.00655,0.165,0.187,128.042,4aBYzs8RxZMuqyOanNlf8I,201560,4
0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,2rgtCOVK2tpfao2VjURn84,203520,4
0.711,0.753,4,-6.461,0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,2XbfY2O2v3xwedUJ0J2kkr,234360,4
0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,1j4kHkkpqZRBwE0A4CN4Yv,239000,4
0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,6nCDnzErqalOaIY3EJM8NK,220627,4
0.754,0.806,4,-3.177,1,0.0842,0.00338,0.0,0.033,0.851,119.973,2srTtSrzY4n10C7abVTrBm,203867,4
0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,6ebkx7Q5tTxrCxKq4GYj0Y,234560,4
0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,4X5xWMINgGA6l0GoyYkMcr,268320,4
0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,63pQm5g0IXLckrv9X3KEyX,210960,4
0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,0QvvVhTatOAgPH7q7r89fE,215693,4
0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,12eMQUn2GzfsfsQLH53M19,234693,4
0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,5pDUMdIiW0rNLzFryqpC9j,225147,4
0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,3ZuiIFm9nRnkRz8AZAekjJ,211253,4
0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,6cpk00i5TxCqSeqNi2HuIe,219547,4
0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,1jUA4rb6ZCv4gby4YU53xq,264373,4
0.752,0.872,6,-4.186,1,0.117,0.12,0.0,0.234,0.677,123.888,4HQ9gXAtONKs8NCM0MFUTu,195960,4
0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,1NhPKVLsHhFUHIOZ32QnS2,224693,4
0.59,0.749,8,-6.246,1,0.0345,0.333,2.55e-05,0.0986,0.486,117.982,3VVuTYI50T7t0zznR91LNG,208467,4
0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,69uxyAqqPIsUyTO8txoP2M,263787,4
0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,2YWjW3wwQIBLNhxWKBQd16,176561,4
0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,0lYBSQXN6rCTvUZvg9S0lU,205947,4
0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,219043,4
0.67,0.776,8,-4.091,0,0.047,0.00388,0.000184,0.122,0.624,115.034,4b93D55xv3YCH5mT4p6HPn,206320,4
0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,3P3pw6C19j31Rnzgo3JG7o,196613,4
0.598,0.851,5,-4.245,0,0.12,0.0355,2.81e-05,0.365,0.612,202.046,0F2HPooQ20wUQxOOued2JV,203987,4
0.695,0.743,6,-3.85,1,0.0329,0.0786,0.0,0.0587,0.634,123.007,4QTuyRQshEZYurtIDfE6g0,201254,4
0.73,0.758,1,-4.888,1,0.0653,0.147,0.0,0.311,0.877,120.041,6IGA5YrFiEr5ANrMqKkR6H,206493,4
0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,3RiPr603aXAoi4GHyXx0uy,258267,4
0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,6nek1Nin9q48AVZcWs9e9D,278719,4
0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4Ub8UsjWuewQrPhuepfVpd,214148,4
0.555,0.923,6,-4.748,0,0.161,0.197,0.0,0.0778,0.363,118.007,6Tt1P5CLUrl59oSOTVxON0,192681,4
0.772,0.744,7,-5.803,1,0.0398,0.0547,0.0,0.0852,0.86,120.067,1NkwZ9TnIs8js6G0M6M7RU,202480,4
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,5k38wzpLb15YgncyWdTZE4,268867,4
0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4B0JvthVoAAuygILe3n4Bs,205680,4
0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560,4
0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,200787,4
0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,199080,4
0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4gbVRS8gloEluzf0GzDOFc,189960,4
0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,2bL2gyO6kBdLkNSkxXNh6x,231013,4
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
0.592,0.926,7,-3.469,1,0.126,0.0775,0.0,0.187,0.432,99.018,2KJbih7xY9Q01i5C38WiqR,228533,4
0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,2g7uRZ68eLtv74XrxgdT2q,207333,4
0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,0mjAU3yKR1QnXnHtjGJqTM,158900,4
0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,5XRHGXut00SrJUFmcn2lQF,238000,4
0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,5qaEfEh1AtSdrdrByCP7qR,177507,4
0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,2U8g9wVcUu9wsg6i7sFSv8,240796,4
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,1pjvlYOMIg1NhGQbM6iwrY,166138,4
0.585,0.896,0,-4.902,1,0.262,0.0348,0.0,0.225,0.599,170.946,590ZheHFaC3JsZBwL8otpk,210280,4
0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,1NpW5kyvO4XrNJ3rnfcNy3,232947,4
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,0KAiuUOrLTIkzkpfpn9jb9,195973,4
0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,1bM50INir8voAkVoKuvEUI,269493,4
0.837,0.515,7,-4.065,0,0.0793,0.103,0.0,0.233,0.769,129.001,2DPYlWl50ydYsnnuryL5aX,227840,4
0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,3bC1ahPIYt1btJzSSEyyrF,224653,4
0.696,0.584,0,-5.565,0,0.0348,0.214,0.0,0.35,0.444,104.959,3wcCe5SrKaSNFONJrVNsBd,175451,4
0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,1oew3nFNY3vMacJAsvry0S,193733,4
0.599,0.78,11,-5.033,1,0.0527,0.156,0.0,0.189,0.529,122.077,5vuwXvQTpavYCgcPFnCMS4,208395,4
0.619,0.971,7,-3.045,1,0.13,0.0526,0.0,0.196,0.295,122.552,2chyJjEMYj397jz1QLEGO7,207600,5
0.726,0.797,9,-4.097,1,0.0272,0.128,0.0,0.154,0.624,117.969,79xJXZeudmfMq4ay9yCFGd,199987,4
0.713,0.738,10,-6.784,1,0.374,0.255,0.0,0.106,0.425,105.027,79esEXlqqmq0GPz0xQSZTV,201200,4
0.671,0.796,5,-5.157,0,0.0329,0.228,8.13e-05,0.151,0.703,124.018,5f6RsonTFhC7T6nvXGQPeT,190073,4
0.649,0.743,11,-6.042,0,0.0679,0.0342,0.0,0.0855,0.344,106.915,6Xy72HZ9nf2jx48dQuF1mA,215827,4
0.525,0.61,6,-6.793,1,0.0404,0.084,0.0,0.0572,0.293,101.875,2fmyrECK6bdfoGven0UMZx,233400,4
0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,5J4ZkQpzMUFojo1CtAZYpn,236133,4
0.642,0.823,2,-5.515,1,0.0313,0.00162,0.00122,0.19,0.378,112.021,7zZv1QvK07b8UTOiANnEmH,190014,4
0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,0E9ZjEAyAwOXZ7wJC0PD33,184560,4
0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,5eYVjWYsfGUqpkzM9uef7Q,192846,4
0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,44aN5xKL3kGHvQ5bXVk6B8,208330,4
0.549,0.754,6,-4.011,0,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052,4JHg4nNYUJQ5HULcCmI18R,189693,4
0.51,0.867,1,-3.436,1,0.034,0.0778,0.0,0.07,0.43,127.19,4x907tqu1ai70Sz6xLrK2E,221373,4
0.726,0.881,11,-4.002,0,0.143,0.121,0.0,0.0635,0.674,118.014,6bVcnNSM7oWdyHGLkHdvzh,245859,4
0.517,0.837,11,-5.492,1,0.0409,0.000604,0.0,0.605,0.385,140.639,6UZRNngC3w2z0GQcb9s2hq,197386,4
0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,1SKPmfSYaPsETbRHaiA18G,237147,4
0.47,0.793,0,-8.929,1,0.26,0.164,1.31e-06,0.313,0.216,170.1,40xhyfAPDoMtv494MfPevP,215947,4
0.813,0.616,8,-7.571,1,0.0495,0.000132,0.705,0.0658,0.744,119.977,4N1MFKjziFHH4IS3RYYUrU,259934,4
0.655,0.818,2,-3.626,1,0.033,0.0842,0.0,0.106,0.474,115.971,2kYqdSlrtovVMMIn6ykzba,240413,4
0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,0RZyUsKfiC7MtiGKatCtGc,216200,4
0.607,0.639,3,-6.099,0,0.0285,0.0348,0.00785,0.0927,0.359,107.006,1G2Ya2ubnlS7xFfs1CfY3j,240347,4
0.563,0.8,6,-3.473,1,0.0395,0.645,0.000164,0.115,0.428,163.981,6SiNUkoEBM3FE0QLEidrnS,232053,4
0.8,0.795,6,-5.835,1,0.0626,0.131,9.02e-05,0.221,0.528,106.031,4rHmKlFRiFzabiVO6e9w2e,227813,4
0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,5zpDHEU12zATwLGvozxPw2,303813,4
0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,1XpYodsD36XN7ygcdF7mJJ,258373,4
0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,62zFEHfAYl5kdHYOivj4BC,227280,4
0.636,0.673,11,-6.584,1,0.0427,0.0288,0.0,0.0713,0.618,133.99,1ibxyJwS2VrtS1GOhguj8D,205307,4
0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,6OtCIsQZ64Vs1EbzztvAv4,253307,4
0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,4S9zTd8Oj77G0WhHK3Apuk,227787,4
0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,1QnvpPFP4Q3FHbDchqWiWy,180480,4
0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,2QtxlzvSBONjs1bDC34ixs,241667,4
0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,4HXOBjwv2RnLpGG4xWOO6N,239216,4
0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,4Dio1t8RHzLv1nfPJTSZyP,195440,4
0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613,4
0.793,0.688,0,-4.008,1,0.0386,0.00435,0.00477,0.199,0.502,124.985,5ZKqR1beprJ3wa6wGUwTWH,160560,4
0.781,0.723,11,-5.564,0,0.107,0.102,0.0,0.162,0.764,104.972,28jHD8xBLnN8esbroQ6zz8,227880,4
0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,2iJuuzV8P9Yz0VSurttIV5,283400,4
0.916,0.815,0,-3.418,1,0.0495,0.386,6.34e-06,0.0765,0.577,120.032,5BOZ4skcMubA0R6RD4zf64,195307,4
0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,1u8c2t2Cy7UBoG4ArRcF5g,231827,4
0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,2ihCaVdNZmnHZWt0fvAM7B,266600,4
0.754,0.677,6,-4.399,0,0.0316,0.112,0.0,0.111,0.254,124.988,52gvlDnre9craz9dKGObp8,220779,4
0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,4ot2lykiAQeZC1GAnNQNJ4,226987,4
0.734,0.809,10,-7.264,0,0.0839,0.0266,0.0,0.0642,0.254,116.024,34dx8DACTJsc3rsJdaEIQw,232147,4
0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,0qwcGscxUHGZTgq0zcaqk1,214320,4
0.59,0.816,0,-4.988,1,0.0626,0.165,1.51e-06,0.158,0.266,124.045,3BToxHNW1LQ3ozNmJexnu3,207880,4
0.432,0.954,8,-3.102,0,0.184,0.0345,0.0234,0.288,0.27,106.6,5e3WXo50iEZ0z5S3dYR5hY,251947,1
0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,2igwFfvr1OAGX9SKDCPBwO,276920,4
0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,3nIrIytGbcXAK7huhwiXiW,218107,4
0.638,0.973,11,-3.345,1,0.0529,0.0468,0.000303,0.0708,0.864,122.998,4ZMrs7Zg8PJfAQjxFzzKPq,207162,4
0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,2bJvI42r8EF3wxjOuDav4r,229360,4
0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,32yIEFS62uS5ryhr2Xlooj,238507,4
0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,207719,4
0.627,0.706,1,-6.416,0,0.047,0.0153,0.0,0.126,0.763,78.019,1zJZyHz6BX3mgyQsm9bvzN,214493,4
0.8,0.729,0,-6.911,1,0.0416,0.00704,0.000565,0.115,0.837,116.025,0N0I5HE5Tvo8XfkeRdhDcz,220053,4
0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,1nInOsHbtotAmEOQhtvnzP,221947,4
0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.083,3wPPWcVuinAU7dXcJXtCID,222200,4
0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,3U5JVgI2x4rDyHGObzJfNf,259333,4
0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,5IVuqXILoxVWvWEPm82Jxr,236133,4
0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,24LS4lQShWyixJ0ZrJXfJ5,212560,4
0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,6qn9YLKt13AGvpq9jfO8py,215227,4
0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,4kte3OcW800TPvOVgrLLj8,251627,4
0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,3MWGlCKyH4nILtXRnE9gd7,190453,4
0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,1gv4xPanImH17bKZ9rOveR,202960,4
0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,34ceTg8ChN5HjrqiIYCn9Q,232000,4
0.706,0.842,0,-4.628,0,0.038,0.0476,0.0,0.134,0.818,104.958,71R6zJsrF3ffc3TBFHfivX,224720,4
0.529,0.794,5,-3.903,1,0.164,0.122,0.0,0.117,0.543,119.956,74Xdx4ezYQQlg8wKswq25T,216667,3
0.484,0.791,7,-4.27,1,0.0437,0.0743,0.0,0.0491,0.369,124.008,21BYhl07wWqGRQaj7sUxdV,190613,4
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,0TVV2gFROJaB3kIZyCUvIY,227833,4
0.56,0.857,4,-4.145,0,0.0384,0.0594,0.0,0.381,0.432,119.975,3p6u2A85mjpENdBs4cnWR4,215360,4
0.685,0.792,10,-4.157,0,0.0443,0.223,0.0,0.334,0.736,126.002,197pwvkIKoIvv4UXzv4HPb,206773,4
0.698,0.869,6,-3.294,1,0.0467,0.0223,0.0,0.121,0.715,125.007,0mGJTKRIuCOJtiT4YkJHiv,203387,4
0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,5naYe7rLMZcLfO1DKg48MK,169467,4
0.665,0.93,3,-4.201,1,0.0314,0.0257,0.012,0.054,0.461,127.979,2Hy89WQAxszEUQAvpja0nx,281430,4
0.467,0.757,2,-3.01,1,0.0517,0.0866,0.0,0.0742,0.383,131.993,4b2tcjrG1qUkSdsqEFP2dB,254653,4
0.586,0.915,11,-3.068,1,0.063,0.0454,1.22e-05,0.224,0.205,128.017,74qY57XDx0sSUbVnQ8kosS,215295,4
0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,6eIacmhkE82vZlMDnGS7aP,170625,4
0.734,0.636,5,-7.03,1,0.0815,0.0322,0.0,0.0808,0.931,96.987,6MFQeWtk7kxWGydnJB2y36,216360,4
0.726,0.881,9,-3.892,0,0.0391,0.203,0.0,0.108,0.682,110.019,4hjuUelurEBKlqpJPJ77Iw,203440,4
0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,07nH4ifBxUB4lZcsf44Brn,212960,4
0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,456WNXWhDwYOSf5SpTuqxd,252819,4
0.571,0.746,9,-4.473,1,0.304,0.00281,0.000101,0.0418,0.367,199.845,0ORp7jlJX6suJdbmSj8Lu3,206400,4
0.673,0.842,1,-4.666,1,0.039,0.0248,0.0,0.294,0.509,121.986,0wsXdby1T3PWLauIkGUZzg,205474,4
0.579,0.858,8,-7.365,1,0.0378,0.00234,0.00881,0.0855,0.086,125.928,3dIDJj2RaJGNzPjk7HFONt,191187,4
0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,4wzt5Rrk3W98pHXAqutuJw,311292,4
0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,4ofwffwvvnbSkrMSCKQDaC,201287,4
0.59,0.8,0,-4.187,1,0.0591,0.315,0.0,0.0962,0.64,151.887,4NZvhN4bENiMBxlxyHujlZ,212507,4
0.662,0.856,8,-6.541,1,0.1,0.0241,0.0,0.368,0.744,127.904,4owVFUMNnHUfKd6RLV7rcL,202800,4
0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,2aI21FnmY7TJVKeMaoQZ0t,223080,4
0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,3NZJlJemX3mzjf56MqC5ML,278573,4
0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,190jyVPHYjAqEaOGmMzdyk,227987,4
0.797,0.608,6,-6.096,0,0.0583,0.00112,7.66e-05,0.0748,0.403,128.0,37qlkp5VImuuYcXZI6aiam,279507,4
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790,5
0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,0ug5NqcwcFR2xrfTkc7k8e,231000,4
0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,3Dv1eDb0MEgF93GpLXlucZ,237893,4
0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,1ixphys4A3NEXp6MDScfih,202915,4
0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,1f8UCzB3RqIgNkW7QIiIeP,202267,4
0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,1RMRkCn07y2xtBip9DzwmC,227973,4
0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,1rhXXcrYp9RRObN5gsmqCU,157153,4
0.651,0.898,11,-4.942,1,0.0391,0.152,0.0,0.11,0.599,126.051,5CYJB5Md92kvcrZ4lJDALY,240893,4
0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,0Oe49j06Bjrxs8PltuVeaW,230907,4
0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,70eDxAyAraNTiD6lx2ZEnH,202173,4
0.693,0.822,1,-6.01,1,0.102,0.0995,1.73e-05,0.061,0.765,121.969,2wNGoon7FlKnVEyYS1ZRBQ,207480,4
0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,5iNRPN7oYQvdB9AmeSW6d3,222093,4
0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,3W3KtDwAIg3mAruSpnfG3Q,199938,4
0.751,0.718,1,-5.289,0,0.0404,0.000754,3.23e-05,0.155,0.854,121.993,0m6M0TRGs7dOqZAryYcwiH,160826,4
0.503,0.808,11,-5.051,0,0.0451,0.0258,0.00149,0.557,0.282,107.973,6muOWhMh7Tf0UFUtMDBhUR,197533,4
0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,2z4U9d5OAA4YLNXoCgioxo,220707,4
0.593,0.921,7,-2.661,1,0.0414,0.000202,0.0,0.358,0.722,114.016,4n0foHAK05yGDbZXECeg0i,230520,4
0.793,0.774,0,-3.667,0,0.0478,0.156,0.0,0.193,0.547,113.967,6Zo3wgDE076K2AuiGZF3CS,202307,4
0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,235LXPXfi0SmOaS9TaCh3c,227741,4
0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,36ux3YuUsGTWPT8fXclS45,229573,4
0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,2fTsFCKRFQ5M0igJgabnLA,223053,4
0.764,0.65,1,-6.114,0,0.0673,0.169,0.0,0.298,0.766,130.021,4Tf94tAHtlQxjbeeyU3y7C,225373,4
0.67,0.676,8,-4.725,1,0.037,0.0201,0.0,0.11,0.349,114.974,7gd01LMH2gBcoDngSt8sq9,265813,4
0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,3sP3c86WFjOzHHnbhhZcLA,205347,4
0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,4fINc8dnfcz7AdhFYVA4i7,192200,4
0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,2tpWsVSb9UEmDRxAl1zhX1,257267,4
0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,5rgy6ghBq1eRApCkeUdJXf,250627,4
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,5TvE3pk05pyFIGdSY9j4DJ,229400,3
0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,234547,4
0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,1huvTbEYtgltjQRXzrNKGi,219840,4
0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,5TbzAWWc5eJaANpA9kfGCd,239894,4
0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,6yraFyhgbavO2amB2lhpfi,292587,4
0.723,0.727,11,-5.162,1,0.0409,0.163,0.000278,0.131,0.468,111.009,3J9pd7B1AS0xJeX7k63EJf,252133,4
0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,2Foc5Q5nqNiosCNqttzHof,248413,4
0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,5AyL2kgLtTWEu3qO3B9SqK,216893,4
0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,5TI9vxJAI5K069uic9AmTq,213213,4
0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,7pYfyrMNPn3wtoCyqcTVoI,201493,4
0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4jbmgIyjGoXjY01XxatOx6,215672,4
0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,4X4tgBEUiT6WqB2oTJ5ynH,177685,4
0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954,7IohFKIwrb75c4XaqX7WWo,279027,4
0.793,0.824,2,-3.476,1,0.177,0.006,3.29e-06,0.169,0.611,98.019,4dSoDnmR9opAQ8KxUc9SbC,199945,4
0.589,0.578,8,-5.626,0,0.0454,0.0232,0.0,0.0984,0.38,135.77,6TX9EAG8PNyIs1kAyZl3OE,228976,4
0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,1JsUAmsjNz6oGuRTFG93qH,216575,4
